id,REG_YYMM,CARD_SIDO_NM,STD_CLSS_NM,AMT
552,202004,전북,수산물 소매업,1319155710.0
553,202004,전북,슈퍼마켓,18815863862.0
554,202004,전북,스포츠 및 레크레이션 용품 임대업,3342603921.0
555,202004,전북,여관업,343581415.0
556,202004,전북,여행사업,162900.0
557,202004,전북,욕탕업,294702524.0
558,202004,전북,육류 소매업,3169702732.0
559,202004,전북,일반유흥 주점업,681634400.0
560,202004,전북,일식 음식점업,1113067130.0
561,202004,전북,자동차 임대업,1261000.0
562,202004,전북,전시 및 행사 대행업,29210550.0
563,202004,전북,정기 항공 운송업,235642054.0
564,202004,전북,중식 음식점업,2005793918.0
565,202004,전북,차량용 가스 충전업,1166629862.0
566,202004,전북,차량용 주유소 운영업,25590390111.0
567,202004,전북,체인화 편의점,8620731767.0
568,202004,전북,택시 운송업,162000.0
569,202004,전북,피자 햄버거 샌드위치 및 유사 음식점업,1773540112.0
570,202004,전북,한식 음식점업,22542763843.0
571,202004,전북,호텔업,411200.0
572,202004,전북,화장품 및 방향제 소매업,814236250.0
573,202004,전북,휴양콘도 운영업,23791950.0
574,202004,제주,건강보조식품 소매업,80401810.0
575,202004,제주,골프장 운영업,1227910031.0
576,202004,제주,과실 및 채소 소매업,612861477.0
577,202004,제주,관광 민예품 및 선물용품 소매업,51733910.0
578,202004,제주,그외 기타 분류안된 오락관련 서비스업,313500.0
579,202004,제주,그외 기타 스포츠시설 운영업,5645130420.520525
580,202004,제주,그외 기타 종합 소매업,3282513600.0
581,202004,제주,기타 대형 종합 소매업,4391495540.0
582,202004,제주,기타 수상오락 서비스업,1606700.0
583,202004,제주,기타 외국식 음식점업,412219149.0
584,202004,제주,기타 주점업,891112022.0
585,202004,제주,기타음식료품위주종합소매업,3616119943.0
586,202004,제주,내항 여객 운송업,66432400.0
587,202004,제주,마사지업,2660000.0
588,202004,제주,면세점,2590699901.0
589,202004,제주,버스 운송업,5645130420.520525
590,202004,제주,비알콜 음료점업,769358749.0
591,202004,제주,빵 및 과자류 소매업,1052147937.0
592,202004,제주,서양식 음식점업,1712389156.0
593,202004,제주,수산물 소매업,552245270.0
594,202004,제주,슈퍼마켓,10327678507.0
595,202004,제주,스포츠 및 레크레이션 용품 임대업,1752880768.0
596,202004,제주,여관업,267271952.0
597,202004,제주,여행사업,3933600.0
598,202004,제주,욕탕업,240490900.0
599,202004,제주,육류 소매업,1000851231.0
600,202004,제주,일반유흥 주점업,1707254256.0
601,202004,제주,일식 음식점업,885288520.0
602,202004,제주,자동차 임대업,207616003.0
603,202004,제주,전시 및 행사 대행업,55301230.0
604,202004,제주,정기 항공 운송업,199721907.0
605,202004,제주,중식 음식점업,828641378.0
606,202004,제주,차량용 가스 충전업,565815334.0
607,202004,제주,차량용 주유소 운영업,7841132488.0
608,202004,제주,체인화 편의점,6246694584.0
609,202004,제주,택시 운송업,471100.0
610,202004,제주,피자 햄버거 샌드위치 및 유사 음식점업,943596719.0
611,202004,제주,한식 음식점업,15671285018.0
612,202004,제주,호텔업,494941440.0
613,202004,제주,화장품 및 방향제 소매업,467288060.0
614,202004,제주,휴양콘도 운영업,38719765.0
615,202004,충남,건강보조식품 소매업,670449450.0
616,202004,충남,골프장 운영업,1312382850.0
617,202004,충남,과실 및 채소 소매업,1431826146.0
618,202004,충남,관광 민예품 및 선물용품 소매업,22472510.0
619,202004,충남,그외 기타 분류안된 오락관련 서비스업,784000.0
620,202004,충남,그외 기타 스포츠시설 운영업,663000.0
621,202004,충남,그외 기타 종합 소매업,2196988620.0
622,202004,충남,기타 대형 종합 소매업,9871186361.0
623,202004,충남,기타 수상오락 서비스업,6434525.0
624,202004,충남,기타 외국식 음식점업,1079188434.0
625,202004,충남,기타 주점업,113051100.0
626,202004,충남,기타음식료품위주종합소매업,8326522025.0
627,202004,충남,내항 여객 운송업,5645130420.520525
628,202004,충남,마사지업,15589500.0
629,202004,충남,면세점,5645130420.520525
630,202004,충남,버스 운송업,322074.0
631,202004,충남,비알콜 음료점업,1175634714.0
632,202004,충남,빵 및 과자류 소매업,1991696734.0
633,202004,충남,서양식 음식점업,1845124973.0
634,202004,충남,수산물 소매업,1238931536.0
635,202004,충남,슈퍼마켓,16020384537.0
636,202004,충남,스포츠 및 레크레이션 용품 임대업,2257710857.0
637,202004,충남,여관업,339310650.0
638,202004,충남,여행사업,4439200.0
639,202004,충남,욕탕업,153349900.0
640,202004,충남,육류 소매업,3095339050.0
641,202004,충남,일반유흥 주점업,614055023.0
642,202004,충남,일식 음식점업,989642566.0
643,202004,충남,자동차 임대업,282000.0
644,202004,충남,전시 및 행사 대행업,11218000.0
645,202004,충남,정기 항공 운송업,5645130420.520525
646,202004,충남,중식 음식점업,1903291156.0
647,202004,충남,차량용 가스 충전업,862866691.0
648,202004,충남,차량용 주유소 운영업,29243419653.0
649,202004,충남,체인화 편의점,12923476660.0
650,202004,충남,택시 운송업,5645130420.520525
651,202004,충남,피자 햄버거 샌드위치 및 유사 음식점업,1961622352.0
652,202004,충남,한식 음식점업,21658350960.0
653,202004,충남,호텔업,8423086.0
654,202004,충남,화장품 및 방향제 소매업,938156862.0
655,202004,충남,휴양콘도 운영업,40777824.0
656,202004,충북,건강보조식품 소매업,108994913.0
657,202004,충북,골프장 운영업,2520055794.0
658,202004,충북,과실 및 채소 소매업,778014604.0
659,202004,충북,관광 민예품 및 선물용품 소매업,22030970.0
660,202004,충북,그외 기타 분류안된 오락관련 서비스업,5645130420.520525
661,202004,충북,그외 기타 스포츠시설 운영업,1542000.0
662,202004,충북,그외 기타 종합 소매업,2018011920.0
663,202004,충북,기타 대형 종합 소매업,7340310090.0
664,202004,충북,기타 수상오락 서비스업,942000.0
665,202004,충북,기타 외국식 음식점업,897928491.0
666,202004,충북,기타 주점업,133560265.0
667,202004,충북,기타음식료품위주종합소매업,3568038293.0
668,202004,충북,내항 여객 운송업,5645130420.520525
669,202004,충북,마사지업,5711000.0
670,202004,충북,면세점,5645130420.520525
671,202004,충북,버스 운송업,5645130420.520525
672,202004,충북,비알콜 음료점업,791044240.0
673,202004,충북,빵 및 과자류 소매업,1349317721.0
674,202004,충북,서양식 음식점업,1266956881.0
675,202004,충북,수산물 소매업,266948716.0
676,202004,충북,슈퍼마켓,14060507335.0
677,202004,충북,스포츠 및 레크레이션 용품 임대업,1701216783.0
678,202004,충북,여관업,212769900.0
679,202004,충북,여행사업,5645130420.520525
680,202004,충북,욕탕업,115135768.0
681,202004,충북,육류 소매업,2608770846.0
682,202004,충북,일반유흥 주점업,359244200.0
683,202004,충북,일식 음식점업,597025825.0
684,202004,충북,자동차 임대업,5645130420.520525
685,202004,충북,전시 및 행사 대행업,4375000.0
686,202004,충북,정기 항공 운송업,5645130420.520525
687,202004,충북,중식 음식점업,1286269116.0
688,202004,충북,차량용 가스 충전업,639658499.0
689,202004,충북,차량용 주유소 운영업,20379074978.0
690,202004,충북,체인화 편의점,8227830361.0
691,202004,충북,택시 운송업,993360.0
692,202004,충북,피자 햄버거 샌드위치 및 유사 음식점업,1315245299.0
693,202004,충북,한식 음식점업,16152482704.0
694,202004,충북,호텔업,15248550.0
695,202004,충북,화장품 및 방향제 소매업,428881434.0
696,202004,충북,휴양콘도 운영업,12733490.0
697,202007,강원,건강보조식품 소매업,80440151.08560155
698,202007,강원,골프장 운영업,2441699392.586862
699,202007,강원,과실 및 채소 소매업,833063171.5995191
700,202007,강원,관광 민예품 및 선물용품 소매업,11151953.385199107
701,202007,강원,그외 기타 분류안된 오락관련 서비스업,0.0
702,202007,강원,그외 기타 스포츠시설 운영업,1737612.2242712972
703,202007,강원,그외 기타 종합 소매업,393747318.0141194
704,202007,강원,기타 대형 종합 소매업,5346076535.324005
705,202007,강원,기타 수상오락 서비스업,218562.308691474
706,202007,강원,기타 외국식 음식점업,743309604.8953964
707,202007,강원,기타 주점업,209968371.72144672
708,202007,강원,기타음식료품위주종합소매업,7154076494.863926
709,202007,강원,내항 여객 운송업,383530.7945620502
710,202007,강원,마사지업,12109691.747078182
711,202007,강원,면세점,0.0
712,202007,강원,버스 운송업,0.0
713,202007,강원,비알콜 음료점업,756162433.61413
714,202007,강원,빵 및 과자류 소매업,957367835.9605827
715,202007,강원,서양식 음식점업,1447107987.9211116
716,202007,강원,수산물 소매업,433417541.03246135
717,202007,강원,슈퍼마켓,8958542112.61912
718,202007,강원,스포츠 및 레크레이션 용품 임대업,1835684403.0791607
719,202007,강원,여관업,291767041.6378064
720,202007,강원,여행사업,65104059.285689466
721,202007,강원,욕탕업,125715448.89272085
722,202007,강원,육류 소매업,1499965651.853566
723,202007,강원,일반유흥 주점업,809591494.7878172
724,202007,강원,일식 음식점업,1029913278.6336595
725,202007,강원,자동차 임대업,3857917.839623068
726,202007,강원,전시 및 행사 대행업,38729123.863641776
727,202007,강원,정기 항공 운송업,0.0
728,202007,강원,중식 음식점업,1103656988.7454355
729,202007,강원,차량용 가스 충전업,424228105.51159793
730,202007,강원,차량용 주유소 운영업,12520401994.871733
731,202007,강원,체인화 편의점,6840902532.032415
732,202007,강원,택시 운송업,0.0
733,202007,강원,피자 햄버거 샌드위치 및 유사 음식점업,1068131865.228899
734,202007,강원,한식 음식점업,15126261093.135998
735,202007,강원,호텔업,307796717.05835164
736,202007,강원,화장품 및 방향제 소매업,379280724.85902226
737,202007,강원,휴양콘도 운영업,468842124.21219283
738,202007,경기,건강보조식품 소매업,1075726156.8172152
739,202007,경기,골프장 운영업,11960525430.012873
740,202007,경기,과실 및 채소 소매업,6795475659.170711
741,202007,경기,관광 민예품 및 선물용품 소매업,74105979.23194084
742,202007,경기,그외 기타 분류안된 오락관련 서비스업,0.0
743,202007,경기,그외 기타 스포츠시설 운영업,5872459.395251723
744,202007,경기,그외 기타 종합 소매업,8033538087.307844
745,202007,경기,기타 대형 종합 소매업,112910345666.64943
746,202007,경기,기타 수상오락 서비스업,38635334.673705205
747,202007,경기,기타 외국식 음식점업,7609884920.416803
748,202007,경기,기타 주점업,983559919.3080074
749,202007,경기,기타음식료품위주종합소매업,18108295608.936905
750,202007,경기,내항 여객 운송업,218981.01043226226
751,202007,경기,마사지업,188438709.78723758
752,202007,경기,면세점,0.0
753,202007,경기,버스 운송업,1992459242.5675519
754,202007,경기,비알콜 음료점업,10231635350.85944
755,202007,경기,빵 및 과자류 소매업,12410499406.75193
756,202007,경기,서양식 음식점업,16189145870.21488
757,202007,경기,수산물 소매업,3427720779.0382295
758,202007,경기,슈퍼마켓,119816624663.64528
759,202007,경기,스포츠 및 레크레이션 용품 임대업,9395381069.064608
760,202007,경기,여관업,2517096615.328658
761,202007,경기,여행사업,5959352.567517512
762,202007,경기,욕탕업,1147411571.0414503
763,202007,경기,육류 소매업,16358022449.466887
764,202007,경기,일반유흥 주점업,4092758806.400054
765,202007,경기,일식 음식점업,7006779685.258254
766,202007,경기,자동차 임대업,1277817124.2316804
767,202007,경기,전시 및 행사 대행업,756053057.8331909
768,202007,경기,정기 항공 운송업,0.0
769,202007,경기,중식 음식점업,11726583915.803238
770,202007,경기,차량용 가스 충전업,2572864634.028561
771,202007,경기,차량용 주유소 운영업,96282159482.09073
772,202007,경기,체인화 편의점,78943588294.81207
773,202007,경기,택시 운송업,101670530.03991614
774,202007,경기,피자 햄버거 샌드위치 및 유사 음식점업,13637799499.384336
775,202007,경기,한식 음식점업,147902844700.4
776,202007,경기,호텔업,36006803.86096375
777,202007,경기,화장품 및 방향제 소매업,3541963222.4249496
778,202007,경기,휴양콘도 운영업,33918433.46478538
779,202007,경남,건강보조식품 소매업,259861371.9210583
780,202007,경남,골프장 운영업,3465752124.7271986
781,202007,경남,과실 및 채소 소매업,2517720776.5258617
782,202007,경남,관광 민예품 및 선물용품 소매업,64699132.83217314
783,202007,경남,그외 기타 분류안된 오락관련 서비스업,404214.6605569904
784,202007,경남,그외 기타 스포츠시설 운영업,521702.3690221774
785,202007,경남,그외 기타 종합 소매업,939385810.4287751
786,202007,경남,기타 대형 종합 소매업,15477699938.414227
787,202007,경남,기타 수상오락 서비스업,394835.7415633333
788,202007,경남,기타 외국식 음식점업,1042003475.6276866
789,202007,경남,기타 주점업,443739265.80911404
790,202007,경남,기타음식료품위주종합소매업,10606526687.198204
791,202007,경남,내항 여객 운송업,19340754.550839666
792,202007,경남,마사지업,20153789.591102317
793,202007,경남,면세점,0.0
794,202007,경남,버스 운송업,228862.3715148653
795,202007,경남,비알콜 음료점업,2126419378.422063
796,202007,경남,빵 및 과자류 소매업,2964702534.770515
797,202007,경남,서양식 음식점업,2918584336.765366
798,202007,경남,수산물 소매업,743954042.9805027
799,202007,경남,슈퍼마켓,24311841819.674755
800,202007,경남,스포츠 및 레크레이션 용품 임대업,2606310809.612894
801,202007,경남,여관업,614039738.3068802
802,202007,경남,여행사업,30146.525336755036
803,202007,경남,욕탕업,661085697.3040748
804,202007,경남,육류 소매업,4610978491.383475
805,202007,경남,일반유흥 주점업,2915814923.7030945
806,202007,경남,일식 음식점업,1523510907.9595802
807,202007,경남,자동차 임대업,0.0
808,202007,경남,전시 및 행사 대행업,27542996.04235953
809,202007,경남,정기 항공 운송업,0.0
810,202007,경남,중식 음식점업,1981441933.6133485
811,202007,경남,차량용 가스 충전업,994975864.978177
812,202007,경남,차량용 주유소 운영업,33150779807.952507
813,202007,경남,체인화 편의점,16434660965.438267
814,202007,경남,택시 운송업,7614267.010965719
815,202007,경남,피자 햄버거 샌드위치 및 유사 음식점업,3333121346.8020067
816,202007,경남,한식 음식점업,36665877198.14826
817,202007,경남,호텔업,9270976.847478427
818,202007,경남,화장품 및 방향제 소매업,1043412794.7032511
819,202007,경남,휴양콘도 운영업,48306423.74208438
820,202007,경북,건강보조식품 소매업,136216626.723265
821,202007,경북,골프장 운영업,3255361283.7867002
822,202007,경북,과실 및 채소 소매업,1607914296.2832792
823,202007,경북,관광 민예품 및 선물용품 소매업,31954496.201548394
824,202007,경북,그외 기타 분류안된 오락관련 서비스업,0.0
825,202007,경북,그외 기타 스포츠시설 운영업,383112.0928212619
826,202007,경북,그외 기타 종합 소매업,466037731.131689
827,202007,경북,기타 대형 종합 소매업,9897753787.506111
828,202007,경북,기타 수상오락 서비스업,113049.47001283139
829,202007,경북,기타 외국식 음식점업,493980730.53249663
830,202007,경북,기타 주점업,152405432.25260726
831,202007,경북,기타음식료품위주종합소매업,7594822932.548902
832,202007,경북,내항 여객 운송업,0.0
833,202007,경북,마사지업,3337052.874082467
834,202007,경북,면세점,0.0
835,202007,경북,버스 운송업,0.0
836,202007,경북,비알콜 음료점업,1081764978.1377308
837,202007,경북,빵 및 과자류 소매업,1748641850.593311
838,202007,경북,서양식 음식점업,1330284449.2792675
839,202007,경북,수산물 소매업,856420096.4999303
840,202007,경북,슈퍼마켓,22632590511.723152
841,202007,경북,스포츠 및 레크레이션 용품 임대업,2255350476.7817216
842,202007,경북,여관업,197897758.2452398
843,202007,경북,여행사업,143195.99534958642
844,202007,경북,욕탕업,167334385.1790047
845,202007,경북,육류 소매업,4761851901.503169
846,202007,경북,일반유흥 주점업,577163913.1210861
847,202007,경북,일식 음식점업,467901645.57347256
848,202007,경북,자동차 임대업,651499.9086665394
849,202007,경북,전시 및 행사 대행업,13022913.73987665
850,202007,경북,정기 항공 운송업,0.0
851,202007,경북,중식 음식점업,1046644817.0830603
852,202007,경북,차량용 가스 충전업,1102735866.688192
853,202007,경북,차량용 주유소 운영업,33373748044.7204
854,202007,경북,체인화 편의점,10169881646.602139
855,202007,경북,택시 운송업,338562.22760139056
856,202007,경북,피자 햄버거 샌드위치 및 유사 음식점업,1830180555.2980433
857,202007,경북,한식 음식점업,17854455475.375458
858,202007,경북,호텔업,26955762.66388658
859,202007,경북,화장품 및 방향제 소매업,590044452.3584286
860,202007,경북,휴양콘도 운영업,5716467.874703648
861,202007,광주,건강보조식품 소매업,221816682.20760998
862,202007,광주,골프장 운영업,168237541.58195463
863,202007,광주,과실 및 채소 소매업,1714356477.8091443
864,202007,광주,관광 민예품 및 선물용품 소매업,12882363.939528845
865,202007,광주,그외 기타 분류안된 오락관련 서비스업,0.0
866,202007,광주,그외 기타 스포츠시설 운영업,3228609.123218307
867,202007,광주,그외 기타 종합 소매업,1349044506.385808
868,202007,광주,기타 대형 종합 소매업,6671419583.894977
869,202007,광주,기타 수상오락 서비스업,0.0
870,202007,광주,기타 외국식 음식점업,598134351.9858775
871,202007,광주,기타 주점업,293282983.9490661
872,202007,광주,기타음식료품위주종합소매업,820060171.3144344
873,202007,광주,내항 여객 운송업,0.0
874,202007,광주,마사지업,50034922.50426567
875,202007,광주,면세점,0.0
876,202007,광주,버스 운송업,5249682.426003259
877,202007,광주,비알콜 음료점업,1688284204.290039
878,202007,광주,빵 및 과자류 소매업,1904703712.196436
879,202007,광주,서양식 음식점업,2346516378.8887496
880,202007,광주,수산물 소매업,847303437.2034402
881,202007,광주,슈퍼마켓,20093241382.75057
882,202007,광주,스포츠 및 레크레이션 용품 임대업,2393797216.1640706
883,202007,광주,여관업,328634152.8029713
884,202007,광주,여행사업,0.0
885,202007,광주,욕탕업,237615323.03200915
886,202007,광주,육류 소매업,2822354915.4003243
887,202007,광주,일반유흥 주점업,683437966.6377444
888,202007,광주,일식 음식점업,597462429.4811023
889,202007,광주,자동차 임대업,447173.45916186634
890,202007,광주,전시 및 행사 대행업,5022997.303540492
891,202007,광주,정기 항공 운송업,0.0
892,202007,광주,중식 음식점업,1416092953.750457
893,202007,광주,차량용 가스 충전업,715880823.1512926
894,202007,광주,차량용 주유소 운영업,12573801652.29697
895,202007,광주,체인화 편의점,7260771471.75281
896,202007,광주,택시 운송업,0.0
897,202007,광주,피자 햄버거 샌드위치 및 유사 음식점업,1617628211.0031097
898,202007,광주,한식 음식점업,20419064650.083843
899,202007,광주,호텔업,19289096.804868173
900,202007,광주,화장품 및 방향제 소매업,778120862.878976
901,202007,광주,휴양콘도 운영업,0.0
902,202007,대구,건강보조식품 소매업,194661424.07490394
903,202007,대구,골프장 운영업,104436783.5788516
904,202007,대구,과실 및 채소 소매업,2719204284.7555633
905,202007,대구,관광 민예품 및 선물용품 소매업,5946067.1612823
906,202007,대구,그외 기타 분류안된 오락관련 서비스업,0.0
907,202007,대구,그외 기타 스포츠시설 운영업,577808.4022878049
908,202007,대구,그외 기타 종합 소매업,1197136868.6328237
909,202007,대구,기타 대형 종합 소매업,15556570548.341326
910,202007,대구,기타 수상오락 서비스업,60293.05067351007
911,202007,대구,기타 외국식 음식점업,532937995.76325566
912,202007,대구,기타 주점업,95846380.45151657
913,202007,대구,기타음식료품위주종합소매업,1893966920.010105
914,202007,대구,내항 여객 운송업,0.0
915,202007,대구,마사지업,1837263.2385789042
916,202007,대구,면세점,0.0
917,202007,대구,버스 운송업,0.0
918,202007,대구,비알콜 음료점업,1846064221.8849442
919,202007,대구,빵 및 과자류 소매업,2554669535.3678837
920,202007,대구,서양식 음식점업,2293015192.153194
921,202007,대구,수산물 소매업,1120766236.3603945
922,202007,대구,슈퍼마켓,31457008397.60074
923,202007,대구,스포츠 및 레크레이션 용품 임대업,1756583667.9760954
924,202007,대구,여관업,275655138.21979123
925,202007,대구,여행사업,0.0
926,202007,대구,욕탕업,86937135.94857128
927,202007,대구,육류 소매업,6574909370.256317
928,202007,대구,일반유흥 주점업,236936260.82515
929,202007,대구,일식 음식점업,784908876.4357224
930,202007,대구,자동차 임대업,154919.64409165783
931,202007,대구,전시 및 행사 대행업,22183697.500617903
932,202007,대구,정기 항공 운송업,0.0
933,202007,대구,중식 음식점업,1477832960.599011
934,202007,대구,차량용 가스 충전업,826624912.1679054
935,202007,대구,차량용 주유소 운영업,17062117262.438835
936,202007,대구,체인화 편의점,11005124441.292625
937,202007,대구,택시 운송업,2290213323.0067835
938,202007,대구,피자 햄버거 샌드위치 및 유사 음식점업,2673062304.4915376
939,202007,대구,한식 음식점업,19480823792.96371
940,202007,대구,호텔업,13325434.121630987
941,202007,대구,화장품 및 방향제 소매업,849799810.6735263
942,202007,대구,휴양콘도 운영업,0.0
943,202007,대전,건강보조식품 소매업,99350718.06949966
944,202007,대전,골프장 운영업,191833080.41742352
945,202007,대전,과실 및 채소 소매업,920320436.012852
946,202007,대전,관광 민예품 및 선물용품 소매업,6821530.631096482
947,202007,대전,그외 기타 분류안된 오락관련 서비스업,0.0
948,202007,대전,그외 기타 스포츠시설 운영업,185903.5729099894
949,202007,대전,그외 기타 종합 소매업,1085733880.410381
950,202007,대전,기타 대형 종합 소매업,6458196651.916418
951,202007,대전,기타 수상오락 서비스업,78715.9272681937
952,202007,대전,기타 외국식 음식점업,697999374.8020431
953,202007,대전,기타 주점업,66331567.17915842
954,202007,대전,기타음식료품위주종합소매업,1317144894.4458456
955,202007,대전,내항 여객 운송업,0.0
956,202007,대전,마사지업,7630253.043429015
957,202007,대전,면세점,0.0
958,202007,대전,버스 운송업,0.0
959,202007,대전,비알콜 음료점업,882495785.7878366
960,202007,대전,빵 및 과자류 소매업,1388500278.746553
961,202007,대전,서양식 음식점업,1692558109.8457668
962,202007,대전,수산물 소매업,722757525.2733692
963,202007,대전,슈퍼마켓,8359900917.989
964,202007,대전,스포츠 및 레크레이션 용품 임대업,691702279.8249327
965,202007,대전,여관업,188097331.37172765
966,202007,대전,여행사업,0.0
967,202007,대전,욕탕업,109314148.04291113
968,202007,대전,육류 소매업,1877656036.963815
969,202007,대전,일반유흥 주점업,51746887.57210673
970,202007,대전,일식 음식점업,518406577.5298427
971,202007,대전,자동차 임대업,1068945.544232439
972,202007,대전,전시 및 행사 대행업,3345720.000116784
973,202007,대전,정기 항공 운송업,0.0
974,202007,대전,중식 음식점업,1026919857.6278559
975,202007,대전,차량용 가스 충전업,382566774.8366558
976,202007,대전,차량용 주유소 운영업,7210696607.614683
977,202007,대전,체인화 편의점,5485660793.5468855
978,202007,대전,택시 운송업,0.0
979,202007,대전,피자 햄버거 샌드위치 및 유사 음식점업,1135275882.1032865
980,202007,대전,한식 음식점업,12056782106.34903
981,202007,대전,호텔업,41192333.64364691
982,202007,대전,화장품 및 방향제 소매업,361781665.92338943
983,202007,대전,휴양콘도 운영업,0.0
984,202007,부산,건강보조식품 소매업,368720769.67810625
985,202007,부산,골프장 운영업,1081426507.187109
986,202007,부산,과실 및 채소 소매업,2671544853.179204
987,202007,부산,관광 민예품 및 선물용품 소매업,26895574.288648266
988,202007,부산,그외 기타 분류안된 오락관련 서비스업,0.0
989,202007,부산,그외 기타 스포츠시설 운영업,476901.28275783313
990,202007,부산,그외 기타 종합 소매업,1406681380.2080357
991,202007,부산,기타 대형 종합 소매업,49687677780.089066
992,202007,부산,기타 수상오락 서비스업,380097.4402875864
993,202007,부산,기타 외국식 음식점업,1126285222.7216518
994,202007,부산,기타 주점업,930834111.2529551
995,202007,부산,기타음식료품위주종합소매업,1129563251.2113354
996,202007,부산,내항 여객 운송업,0.0
997,202007,부산,마사지업,19717083.67546016
998,202007,부산,면세점,15026326.203235153
999,202007,부산,버스 운송업,243684.4131387699
1000,202007,부산,비알콜 음료점업,2853965038.6315126
1001,202007,부산,빵 및 과자류 소매업,3315888050.422304
1002,202007,부산,서양식 음식점업,4700219829.264163
1003,202007,부산,수산물 소매업,612372158.1357732
1004,202007,부산,슈퍼마켓,24274655399.025433
1005,202007,부산,스포츠 및 레크레이션 용품 임대업,3018037359.5808067
1006,202007,부산,여관업,753484368.7106464
1007,202007,부산,여행사업,6292249.760566037
1008,202007,부산,욕탕업,677099653.8238673
1009,202007,부산,육류 소매업,4743954548.349594
1010,202007,부산,일반유흥 주점업,2306317636.1996417
1011,202007,부산,일식 음식점업,1879356658.5640945
1012,202007,부산,자동차 임대업,647312.8912586567
1013,202007,부산,전시 및 행사 대행업,37880038.60349725
1014,202007,부산,정기 항공 운송업,448416073.81414294
1015,202007,부산,중식 음식점업,2219934710.6232476
1016,202007,부산,차량용 가스 충전업,607923268.7485354
1017,202007,부산,차량용 주유소 운영업,21697519349.041695
1018,202007,부산,체인화 편의점,17911595504.313614
1019,202007,부산,택시 운송업,2198827888.040429
1020,202007,부산,피자 햄버거 샌드위치 및 유사 음식점업,3941072522.0215654
1021,202007,부산,한식 음식점업,37978778626.65494
1022,202007,부산,호텔업,349337346.9076698
1023,202007,부산,화장품 및 방향제 소매업,1609003462.6093812
1024,202007,부산,휴양콘도 운영업,102127383.88332504
1025,202007,서울,건강보조식품 소매업,987275340.3841879
1026,202007,서울,골프장 운영업,305454685.423955
1027,202007,서울,과실 및 채소 소매업,6703732860.593786
1028,202007,서울,관광 민예품 및 선물용품 소매업,44873220.200247295
1029,202007,서울,그외 기타 분류안된 오락관련 서비스업,0.0
1030,202007,서울,그외 기타 스포츠시설 운영업,13305085.217028677
1031,202007,서울,그외 기타 종합 소매업,33858749419.98086
1032,202007,서울,기타 대형 종합 소매업,71970142794.98355
1033,202007,서울,기타 수상오락 서비스업,3305147.8014344014
1034,202007,서울,기타 외국식 음식점업,6153608443.785516
1035,202007,서울,기타 주점업,1225774501.7582304
1036,202007,서울,기타음식료품위주종합소매업,21288588433.75127
1037,202007,서울,내항 여객 운송업,923731172.0192783
1038,202007,서울,마사지업,120732266.7751154
1039,202007,서울,면세점,29729506.77696474
1040,202007,서울,버스 운송업,2343221534.4997525
1041,202007,서울,비알콜 음료점업,21840468179.729275
1042,202007,서울,빵 및 과자류 소매업,12016809678.650047
1043,202007,서울,서양식 음식점업,28213282245.658493
1044,202007,서울,수산물 소매업,2798638544.266885
1045,202007,서울,슈퍼마켓,79991372486.42178
1046,202007,서울,스포츠 및 레크레이션 용품 임대업,11483572780.92548
1047,202007,서울,여관업,1920689034.5415795
1048,202007,서울,여행사업,262886800.16273472
1049,202007,서울,욕탕업,1146328362.8411195
1050,202007,서울,육류 소매업,13410577488.24041
1051,202007,서울,일반유흥 주점업,2426095823.228689
1052,202007,서울,일식 음식점업,11854039500.01692
1053,202007,서울,자동차 임대업,121242661.68492585
1054,202007,서울,전시 및 행사 대행업,137681574.5121106
1055,202007,서울,정기 항공 운송업,1912946128.1199844
1056,202007,서울,중식 음식점업,11160729374.523432
1057,202007,서울,차량용 가스 충전업,618071650.1670983
1058,202007,서울,차량용 주유소 운영업,25300631221.56198
1059,202007,서울,체인화 편의점,68083797344.70306
1060,202007,서울,택시 운송업,65763075308.46749
1061,202007,서울,피자 햄버거 샌드위치 및 유사 음식점업,15672085973.980179
1062,202007,서울,한식 음식점업,123512150667.71523
1063,202007,서울,호텔업,2752718411.445409
1064,202007,서울,화장품 및 방향제 소매업,13006419496.451824
1065,202007,서울,휴양콘도 운영업,0.0
1066,202007,세종,건강보조식품 소매업,8326595.908533977
1067,202007,세종,골프장 운영업,158322290.7804522
1068,202007,세종,과실 및 채소 소매업,341532522.0352435
1069,202007,세종,관광 민예품 및 선물용품 소매업,0.0
1070,202007,세종,그외 기타 분류안된 오락관련 서비스업,0.0
1071,202007,세종,그외 기타 스포츠시설 운영업,0.0
1072,202007,세종,그외 기타 종합 소매업,4052438.29435848
1073,202007,세종,기타 대형 종합 소매업,1409662369.1217518
1074,202007,세종,기타 수상오락 서비스업,0.0
1075,202007,세종,기타 외국식 음식점업,87218119.98758642
1076,202007,세종,기타 주점업,2449405.183611347
1077,202007,세종,기타음식료품위주종합소매업,631131913.7770603
1078,202007,세종,내항 여객 운송업,0.0
1079,202007,세종,마사지업,1148080.1732414209
1080,202007,세종,면세점,0.0
1081,202007,세종,버스 운송업,0.0
1082,202007,세종,비알콜 음료점업,170841056.64049095
1083,202007,세종,빵 및 과자류 소매업,251694602.84101802
1084,202007,세종,서양식 음식점업,274649483.63069636
1085,202007,세종,수산물 소매업,38853052.87968725
1086,202007,세종,슈퍼마켓,1363139520.168832
1087,202007,세종,스포츠 및 레크레이션 용품 임대업,117466446.79078975
